文本ID,简体中文,繁体中文,英文,俄语,西班牙语西班牙,葡萄牙语巴西,德语,日语,法语,波兰语,韩语,土耳其语,西班牙语拉丁美洲,乌克兰语,意大利语,捷克语,葡萄牙语葡萄牙,匈牙利语
122003,黏糊糊的翠绿色蜡伞，夜晚发出的绿光相当显眼,黏糊糊的翠綠色蠟傘，夜晚發出的綠光相當顯眼,A slimy emerald-green waxcap; the green light it emits at night is very conspicuous,"Липкий изумрудно-зелёный ваксман; зелёное свечение, которое он испускает ночью, очень заметно",Una seta de cera verde esmeralda viscosa; la luz verde que emite por la noche es muy llamativa,Um waxcap verde-esmeralda viscoso; a luz verde que emite à noite é muito conspícua,"Ein schleimiger smaragdgrüner Wachspilz; das grüne Licht, das er nachts ausstrahlt, ist sehr auffällig",ぬるぬるしたエメラルドグリーンのワックス傘。夜に発する緑色の光はかなり目立つ,Une cire verte émeraude gluante ; la lumière verte qu'elle émet la nuit est très voyante,"Lepki, szmaragdowozielony woskowiec; zielone światło, które emituje w nocy, jest bardzo widoczne","끈적끈적한 에메랄드빛 밀랍버섯, 밤에 내뿜는 초록빛이 상당히 눈에 띈다","Yapışkan, zümrüt yeşili bir mum mantarı; geceleri yaydığı yeşil ışık oldukça dikkat çekicidir",Una seta de cera verde esmeralda viscosa; la luz verde que emite por la noche es muy llamativa,"Слизький смарагдово-зелений восковик; зелене світіння, яке він випромінює вночі, дуже помітне",Una cera verde smeraldo viscida; la luce verde che emana di notte è molto appariscente,"Slizký smaragdově zelený voskovka; zelené světlo, které vydává v noci, je velmi nápadné",Um waxcap verde-esmeralda viscoso; a luz verde que emite à noite é muito conspícua,Egy nyálkás smaragdzöld viaszgomba; az éjszaka kibocsátott zöld fénye nagyon feltűnő
122004,淡淡的瓷蓝色，细细的分枝菌柄，这分明是森林博物馆里的典雅瓷器,淡淡的瓷藍色，細細的分枝菌柄，這分明是森林博物館裡的典雅瓷器,"A pale porcelain blue, thin branched stipe; this is clearly an elegant porcelain piece in the forest museum","Бледный фарфорово-синий цвет, тонкая разветвлённая ножка; это явно элегантное фарфоровое изделие в лесном музее","Un pálido azul porcelana, un pie ramificado y delgado; claramente una elegante pieza de porcelana en el museo del bosque","Um azul porcelana pálido, estipe ramificado fino; claramente uma elegante peça de porcelana no museu da floresta","Eine blasse porzellanblaue Farbe, dünner verzweigter Stiel; das ist eindeutig ein elegantes Porzellanstück im Waldmuseum",淡い磁器の青、細く分枝した柄。これはまさに森の博物館にある上品な磁器だ,"Un bleu porcelaine pâle, un pied finement ramifié ; c'est clairement une élégante pièce de porcelaine dans le musée de la forêt","Blady porcelanowoniebieski kolor, cienki rozgałęziony trzon; to wyraźnie elegancki porcelanowy eksponat w leśnym muzeum","연한 도자기 파란색, 가늘게 갈라진 버섯대, 이는 숲속 박물관의 우아한 도자기 작품이다","Soluk porselen mavisi, ince dallı bir sap; bu açıkça orman müzesindeki zarif bir porselen parçası","Un pálido azul porcelana, un pie ramificado y delgado; claramente una elegante pieza de porcelana en el museo del bosque","Блідий порцеляново-синій колір, тонка розгалужена ніжка; це явно елегантний порцеляновий виріб у лісовому музеї","Un pallido blu porcellana, un gambo ramificato sottile; chiaramente un elegante pezzo di porcellana nel museo della foresta","Bledě porcelánově modrá, tenký rozvětvený třeně; to je jasně elegantní porcelánový kousek v lesním muzeu","Um azul porcelana pálido, estipe ramificado fino; claramente uma elegante peça de porcelana no museu da floresta","Egy halvány porcelánkék, vékony elágazó tönk; ez egyértelműen egy elegáns porcelán az erdei múzeumban"
122005,值得纪念的蓝色伞菌，在新西兰纸币上有属于它的一席之地,值得紀念的藍色傘菌，在紐西蘭紙幣上有屬於它的一席之地,A memorable blue agaric that has its own place on New Zealand banknotes,"Памятный синий пластинчатый гриб, который занял своё место на новозеландских банкнотах",Un hongo azul memorable que tiene su propio lugar en los billetes de Nueva Zelanda,Um agárico azul memorável que tem o seu lugar nas notas da Nova Zelândia,"Ein denkwürdiger blauer Blätterpilz, der seinen eigenen Platz auf neuseeländischen Banknoten hat",記念すべき青いハラタケで、ニュージーランドの紙幣にその場所がある,Un agaric bleu mémorable qui a sa place sur les billets de banque néo-zélandais,"Niebieski grzyb blaszkowy wart zapamiętania, ma swoje miejsce na nowozelandzkich banknotach","기념할 만한 푸른 주름버섯, 뉴질랜드 지폐에 그 자리가 있다",Yeni Zelanda banknotlarında kendine yer bulan unutulmaz bir mavi agarik,Un hongo azul memorable que tiene su propio lugar en los billetes de Nueva Zelanda,"Пам'ятний синій пластинчастий гриб, який має своє місце на новозеландських банкнотах",Un agarico blu memorabile che ha un posto sulle banconote neozelandesi,"Památný modrý lupenatý hřib, který má své místo na novozélandských bankovkách",Um agárico azul memorável que tem o seu lugar nas notas da Nova Zelândia,"Egy emlékezetes kék lemezgomba, amely helyet kapott Új-Zéland bankjegyein"
122006,形似板栗的菌菇，散发着一种温暖的甜香，小动物们爱极了,形似板栗的菌菇，散發著一種溫暖的甜香，小動物們愛極了,"A chestnut-shaped mushroom that emits a warm, sweet fragrance; small animals absolutely love it","Гриб в форме каштана, издающий тёплый сладкий аромат; мелкие животные его обожают",Una seta con forma de castaña que desprende un cálido aroma dulce; a los animalitos les encanta,Um cogumelo em forma de castanha que emite uma fragrância doce e quente; os pequenos animais adoram-no,"Ein kastanienförmiger Pilz, der einen warmen, süßen Duft verströmt; Kleintiere lieben ihn",栗の形をしたキノコで、温かく甘い香りを放つ。小動物たちに大人気,Un champignon en forme de châtaigne qui dégage un doux parfum chaud ; les petits animaux l'adorent,"Grzyb w kształcie kasztana, wydzielający ciepły, słodki zapach; małe zwierzęta go uwielbiają","밤 형상의 버섯, 따뜻하고 달콤한 향기를 발산하며, 작은 동물들이 아주 좋아한다","Kestane şeklindeki bir mantar, sıcak ve tatlı bir koku yayar; küçük hayvanlar ona bayılır",Una seta con forma de castaña que desprende un cálido aroma dulce; a los animalitos les encanta,"Гриб у формі каштана, який випромінює теплий солодкий аромат; дрібні тварини його обожнюють",Un fungo a forma di castagna che emana un caldo profumo dolce; i piccoli animali lo adorano,"Houba ve tvaru kaštanu, vyzařující teplou sladkou vůni; malá zvířata ji zbožňují",Um cogumelo em forma de castanha que emite uma fragrância doce e quente; os pequenos animais adoram-no,"Egy gesztenye alakú gomba, meleg édes illatot áraszt; a kisállatok imádják"
122007,蓝色的菌盖，细细长长的菌柄，在树根处常有发现,藍色的菌蓋，細細長長的菌柄，在樹根處常有發現,"A blue cap, a slender long stipe; often found at tree roots","Синяя шляпка, тонкая длинная ножка; часто встречается у корней деревьев","Un sombrero azul, un pie largo y delgado; a menudo se encuentra en las raíces de los árboles","Um chapéu azul, um estipe longo e delgado; frequentemente encontrado nas raízes das árvores","Ein blauer Hut, ein schlanker langer Stiel; oft an Baumwurzeln zu finden",青い傘、細長い柄。木の根元でよく見られる,"Un chapeau bleu, un pied long et fin ; souvent trouvé au pied des arbres","Niebieski kapelusz, smukły długi trzon; często spotykany przy korzeniach drzew","파란 갓, 가늘고 긴 대; 나무 뿌리 근처에서 자주 발견된다","Mavi bir şapka, ince uzun bir sap; ağaç köklerinde sıkça bulunur","Un sombrero azul, un pie largo y delgado; a menudo se encuentra en las raíces de los árboles","Синій капелюшок, тонка довга ніжка; часто зустрічається біля коріння дерев","Un cappello blu, un gambo lungo e sottile; spesso trovato alle radici degli alberi","Modrý klobouk, tenký dlouhý třeně; často se vyskytuje na kořenech stromů","Um chapéu azul, um estipe longo e delgado; frequentemente encontrado nas raízes das árvores","Kék kalap, karcsú hosszú tönk; gyakran megtalálható a fák gyökereinél"
122008,林中冒出的蓝色尖尖除了小矮人的帽子还有可能是蘑菇哦,林中冒出的藍色尖尖除了小矮人的帽子還有可能是蘑菇哦,"That blue pointy thing popping up in the forest could be a dwarf's hat, or it could be a mushroom","Синюю острую штучку, що з'являється в лісі, можна прийняти за шапку гнома, але це може бути гриб","Esa cosa azul y puntiaguda que surge en el bosque podría ser el sombrero de un enano, o también un hongo","Aquela coisinha pontuda azul que aparece na floresta pode ser o chapéu de um anão, ou pode ser um cogumelo","Das blaue, spitze Ding, das im Wald auftaucht, könnte die Mütze eines Zwergs sein – oder aber ein Pilz",森に現れる青いとんがり帽子は、小人の帽子かもしれないし、キノコかもしれないよ,"Cette chose bleue et pointue qui sort du sol en forêt pourrait être le chapeau d'un nain, ou bien un champignon","To niebieskie, spiczaste coś pojawiające się w lesie może być czapką krasnala – lub grzybem","숲속에 나타나는 파란 뾰족한 것은 난쟁이의 모자일 수도 있고, 버섯일 수도 있다",Ormanda beliren mavi sivri şey bir cücenin şapkası olabileceği gibi bir mantar da olabilir,"Esa cosa azul y puntiaguda que surge en el bosque podría ser el sombrero de un enano, o también un hongo","Ця блакитна гостра штучка, що з'являється в лісі, може бути шапкою гнома, а може – грибом","Quella cosa blu e appuntita che spunta nel bosco potrebbe essere il cappello di un nano, oppure un fungo","Ta modrá špičatá věc objevující se v lese by mohla být klobouk trpaslíka, nebo také houba","Aquela coisinha pontuda azul que aparece na floresta pode ser o chapéu de um anão, ou pode ser um cogumelo","Az erdőben felbukkanó kék hegyes valami lehet egy törpe kalapja, de akár egy gomba is"
122009,菌盖形似贝壳，连同颜色也是依照贝壳纹路，呈渐变的宝蓝色,菌蓋形似貝殼，連同顏色也是依照貝殼紋路，呈漸變的寶藍色,"The cap resembles a seashell, and its color follows the shell's pattern, showing a gradient sapphire blue","Шляпка нагадує морську черепашку, а її колір повторює візерунок черепашки, створюючи градієнт сапфірово-синього","El sombrero se asemeja a una concha marina, y su color sigue el patrón de la concha, mostrando un azul zafiro degradado","O chapéu assemelha-se a uma concha marinha, e sua cor segue o padrão da concha, exibindo um azul safira gradiente","Der Hut ähnelt einer Muschel, und seine Farbe folgt dem Muster der Muschel mit einem Verlauf von Saphirblau",傘は貝殻のような形で、色も貝殻の模様に沿ってグラデーションのサファイアブルーになっている,"Le chapeau ressemble à un coquillage, et sa couleur suit le motif de la coquille, affichant un bleu saphir dégradé","Kapelusz przypomina muszlę, a jego kolor podąża za wzorem muszli, tworząc gradient szafirowych błękitów","갓이 조개껍질 모양이며, 색깔도 조개 무늬를 따라 점점 변하는 사파이어 블루이다",Şapka bir deniz kabuğunu andırır ve rengi de kabuk desenini takip ederek geçişli safir mavisi gösterir,"El sombrero se asemeja a una concha marina, y su color sigue el patrón de la concha, mostrando un azul zafiro degradado","Капелюшок нагадує морську черепашку, а його колір повторює візерунок черепашки, створюючи градієнт сапфірово-синього","Il cappello somiglia a una conchiglia, e il suo colore segue il motivo della conchiglia, con un blu zaffiro sfumato",Klobouk připomíná mušli a jeho barva sleduje vzor mušle s přechodem do safírově modré,"O chapéu assemelha-se a uma concha marinha, e sua cor segue o padrão da concha, exibindo um azul safira gradiente","A kalap hasonlít egy kagylóhoz, és a színe is a kagyló mintáját követi, átmenetes zafírkékben"
122010,粉嫩的秀气小菌菇，是夜里发光的粉色小台灯，给森林卧房带来几许甜美气氛,粉嫩的秀氣小菌菇，是夜裡發光的粉色小檯燈，給森林臥房帶來幾許甜美氣氛,"A delicate pink little mushroom; a pink little lamp that glows at night, bringing a sweet atmosphere to the forest bedroom","Ніжний рожевий маленький грибок; рожевий маленький ліхтарик, що світиться вночі, даруючи солодку атмосферу лісовій спальні","Una setita rosa delicada; una pequeña lámpara rosa que brilla por la noche, dando un toque dulce a la habitación del bosque","Um cogumelo pequeno e rosado; uma pequena lâmpada cor-de-rosa que brilha à noite, trazendo uma atmosfera doce para o quarto da floresta","Ein zarter rosa kleiner Pilz; eine kleine rosa Lampe, die nachts leuchtet und dem Waldschlafzimmer eine süße Atmosphäre verleiht",可憐なピンクの小さなキノコ。夜に光るピンクの小さなランプは、森の寝室に甘い雰囲気をもたらす,"Un petit champignon rose délicat ; une petite lampe rose qui brille la nuit, apportant une douce atmosphère à la chambre de la forêt","Delikatny, różowy grzybek; różowa lampka świecąca w nocy, dodająca słodkiego nastroju leśnej sypialni","앳된 분홍색 작은 버섯, 밤에 빛나는 분홍색 작은 램프는 숲의 침실에 달콤한 분위기를 선사한다","Narin pembe küçük bir mantar; geceleri parlayan pembe bir lamba, orman yatak odasına tatlı bir atmosfer getirir","Una setita rosa delicada; una pequeña lámpara rosa que brilla por la noche, dando un toque dulce a la habitación del bosque","Ніжний рожевий маленький грибок; рожевий маленький ліхтарик, що світиться вночі, даруючи солодку атмосферу лісовій спальні","Un delicato funghetto rosa; una piccola lampada rosa che brilla di notte, portando un'atmosfera dolce alla camera da letto della foresta","Jemná růžová malá houba; růžová malá lampička zářící v noci, přinášející sladkou atmosféru do lesní ložnice","Um cogumelo pequeno e rosado; uma pequena lâmpada cor-de-rosa que brilha à noite, trazendo uma atmosfera doce para o quarto da floresta","Egy finom rózsaszín kis gomba; egy éjszaka világító rózsaszín lámpa, édes hangulatot hozva az erdei hálószobába"
122011,颜色多变的菌盖是森林中最好的迷彩,顏色多變的菌蓋是森林中最好的迷彩,The color-changing cap is the best camouflage in the forest,"Шляпка, що змінює колір, — найкращий камуфляж у лісі",El sombrero cambia de color y es el mejor camuflaje del bosque,O chapéu que muda de cor é a melhor camuflagem da floresta,Der farbwechselnde Hut ist die beste Tarnung im Wald,色が変わる傘は、森で最高のカモフラージュ,Le chapeau aux couleurs changeantes est le meilleur camouflage de la forêt,Zmieniający kolor kapelusz to najlepszy kamuflaż w lesie,색이 변하는 갓은 숲속 최고의 위장술이다,"Renk değiştiren şapka, ormandaki en iyi kamuflajdır",El sombrero cambia de color y es el mejor camuflaje del bosque,"Капелюшок, що змінює колір, — найкращий камуфляж у лісі",Il cappello che cambia colore è la migliore mimetizzazione nella foresta,Klobouk měnící barvu je nejlepší maskování v lese,O chapéu que muda de cor é a melhor camuflagem da floresta,A színváltoztató kalap a legjobb álcázás az erdőben
122012,搭拉着边缘的弧顶菌盖，像菌柄上的冷帽，冬季一定很保暖,耷拉著邊緣的弧頂菌蓋，像菌柄上的冷帽，冬季一定很保暖,The domed cap with drooping edges looks like a beanie on the stipe; it must be very warm in winter,"Куполоподібна шляпка з опущеними краями схожа на шапку-біні на ніжці; взимку, мабуть, дуже гріє",El sombrero abovedado con bordes caídos parece un gorro en el pie; en invierno debe abrigar mucho,O chapéu abobadado com bordas caídas parece um gorro no estipe; no inverno deve ser muito quente,Der gewölbte Hut mit herabhängenden Rändern sieht wie eine Mütze auf dem Stiel aus; im Winter muss er sehr warm halten,縁が垂れ下がったドーム型の傘は、柄にかぶった帽子のよう。冬はとても暖かそうだ,Le chapeau en forme de dôme aux bords tombants ressemble à un bonnet sur le pied ; il doit tenir très chaud en hiver,Łukowaty kapelusz z opadającymi brzegami wygląda jak czapka na trzonie; zimą musi być bardzo ciepły,"가장자리가 처진 아치형 갓은 대 위에 쓴 모자 같으며, 겨울에 매우 따뜻할 것 같다","Kenarları sarkık kubbeli şapka, sapın üzerinde bir bere gibi görünür; kışın çok sıcak tutmalı",El sombrero abovedado con bordes caídos parece un gorro en el pie; en invierno debe abrigar mucho,"Куполоподібний капелюшок з опущеними краями схожий на шапку-біні на ніжці; взимку, мабуть, дуже гріє",Il cappello a cupola con bordi cadenti sembra un berretto sul gambo; in inverno deve essere molto caldo,Klenutý klobouk s převislými okraji vypadá jako čepice na třeni; v zimě musí být velmi teplý,O chapéu abobadado com bordas caídas parece um gorro no estipe; no inverno deve ser muito quente,"A lekonyoló szélű kupolás kalap úgy néz ki, mint egy sapka a tönkön; télen nagyon melegen tarthat"
122013,下扣的菌盖卷翘的边缘，再配上不太笔直的菌柄，相当时髦诙谐的造型,下扣的菌蓋卷翹的邊緣，再配上不太筆直的菌柄，相當時髦詼諧的造型,"The downturned cap with wavy edges, paired with a not-so-straight stipe, makes for a very stylish and whimsical look",Опущена шляпка з хвилястими краями в поєднанні з не зовсім прямою ніжкою створює дуже стильний і химерний образ,"El sombrero hacia abajo con bordes ondulados, junto con un pie no muy recto, crea un aspecto muy elegante y original","O chapéu virado para baixo com bordas onduladas, juntamente com um estipe não muito reto, cria um visual muito estiloso e extravagante","Der nach unten gerichtete Hut mit gewellten Rändern, gepaart mit einem nicht ganz geraden Stiel, ergibt eine sehr stilvolle und skurrile Erscheinung",下を向いた傘に波打つ縁、そしてあまり真っすぐではない柄の組み合わせは、とてもスタイリッシュで滑稽な姿,"Le chapeau tourné vers le bas aux bords ondulés, associé à un pied pas tout à fait droit, donne une allure très stylée et cocasse","Opuszczony kapelusz z falistymi brzegami, w parze z niezbyt prostym trzonem, tworzy bardzo stylowy i humorystyczny wygląd","아래로 향한 갓에 말린 가장자리, 곧지 않은 대가 더해져 매우 세련되고 익살스러운 모양이다","Aşağı bakan dalgalı kenarlı şapka, pek düz olmayan bir sapla birleşince oldukça şık ve tuhaf bir görünüm oluşturur","El sombrero hacia abajo con bordes ondulados, junto con un pie no muy recto, crea un aspecto muy elegante y original",Опущений капелюшок з хвилястими краями в парі з не зовсім прямою ніжкою створює дуже стильний і химерний образ,"Il cappello rivolto verso il basso con bordi ondulati, abbinato a un gambo non proprio dritto, crea un aspetto molto elegante e bizzarro","Sklopený klobouk s vlnitými okraji, v páru s nepříliš rovným třeněm, vytváří velmi stylový a humorný vzhled","O chapéu virado para baixo com bordas onduladas, juntamente com um estipe não muito reto, cria um visual muito estiloso e extravagante","A lefelé néző, hullámos szélű kalap, egy nem egészen egyenes tönkkel párosítva nagyon stílusos és tréfás megjelenést kölcsönöz"
122014,,,,,,,,,,,,,,,,,,
122015,这到底是长成了睡帽形状的茄子，还是长成了茄子颜色的睡帽呢,這到底是長成了睡帽形狀的茄子，還是長成了茄子顏色的睡帽呢,"Is this an eggplant that has grown into the shape of a nightcap, or a nightcap that has taken on the color of an eggplant?","Це баклажан, що виріс у формі нічного ковпака, чи нічний ковпак, що набув кольору баклажана?","¿Esto es una berenjena que ha tomado forma de gorro de dormir, o un gorro de dormir de color berenjena?","Isto é uma beringela que cresceu em forma de gorro de dormir, ou um gorro de dormir que assumiu a cor de beringela?","Ist das eine Aubergine, die die Form einer Schlafmütze angenommen hat, oder eine Schlafmütze in Auberginenfarbe?",これはナスがナイトキャップの形に成長したものなのか、それともナスの色をしたナイトキャップなのか,"Est-ce une aubergine qui a pris la forme d'un bonnet de nuit, ou un bonnet de nuit de couleur aubergine ?","Czy to bakłażan, który wyrósł na kształt nocnej czapki, czy nocna czapka w kolorze bakłażana?","이것은 잠자리 모자 모양으로 자란 가지일까, 아니면 가지 색깔의 잠자리 모자일까?","Bu, gece bonesi şeklini almış bir patlıcan mı, yoksa patlıcan rengini almış bir gece bonesi mi?","¿Esto es una berenjena que ha tomado forma de gorro de dormir, o un gorro de dormir de color berenjena?","Це баклажан, що виріс у формі нічного ковпака, чи нічний ковпак, що набув кольору баклажана?","Questo è una melanzana che ha preso la forma di un berretto da notte, o un berretto da notte color melanzana?","Je to lilek, který vyrostl do tvaru noční čepice, nebo noční čepice barvy lilku?","Isto é uma beringela que cresceu em forma de gorro de dormir, ou um gorro de dormir que assumiu a cor de beringela?","Ez egy padlizsán, ami hálósapka alakúra nőtt, vagy egy padlizsán színű hálósapka?"
122016,蓝紫色的菌盖高高竖起，表面黏滑，常在树根处发现,藍紫色的菌蓋高高豎起，表面黏滑，常在樹根處發現,"The blue-purple cap stands upright, surface sticky and slimy; often found at tree roots","Фіолетово-синя шляпка стирчить догори, поверхня липка і слизька; часто зустрічається біля коріння дерев","El sombrero azul violáceo se yergue, superficie pegajosa y viscosa; a menudo en las raíces de los árboles","O chapéu azul-púrpura ergue-se, superfície pegajosa e viscosa; frequentemente encontrado nas raízes das árvores","Der blauviolette Hut steht aufrecht, die Oberfläche ist klebrig und schleimig; oft an Baumwurzeln zu finden",藍紫色の傘が高くそびえ立ち、表面はぬるぬるしている。木の根元でよく見られる,"Le chapeau bleu violacé se dresse, surface collante et visqueuse ; souvent trouvé au pied des arbres","Niebiesko-purpurowy kapelusz stoi prosto, powierzchnia lepka i śliska; często spotykany przy korzeniach drzew","청자색 갓이 높이 솟아 있으며, 표면은 끈적하고 미끄럽다. 나무 뿌리 근처에서 흔히 발견된다","Mor-mavi şapka dik durur, yüzey yapışkan ve kaygandır; genellikle ağaç köklerinde bulunur","El sombrero azul violáceo se yergue, superficie pegajosa y viscosa; a menudo en las raíces de los árboles","Фіолетово-синій капелюшок стирчить догори, поверхня липка і слизька; часто зустрічається біля коріння дерев","Il cappello blu-viola si erge, superficie appiccicosa e viscida; spesso trovato alle radici degli alberi","Modrofialový klobouk vzpřímený, povrch lepkavý a kluzký; často se vyskytuje na kořenech stromů","O chapéu azul-púrpura ergue-se, superfície pegajosa e viscosa; frequentemente encontrado nas raízes das árvores","A liláskék kalap magasra nyúlik, felülete ragacsos és nyálkás; gyakran megtalálható a fák gyökereinél"
122017,腐木上的优雅酒杯，橘黄或绯红的杯壁边缘长着短毛，喝起来有点扎嘴,腐木上的優雅酒杯，橘黃或緋紅的杯壁邊緣長著短毛，喝起來有點扎嘴,An elegant wine glass on decaying wood; the rim of the orange-yellow or crimson cup wall has short hairs; drinking from it feels a bit prickly,Елегантний келих на гнилому дереві; край оранжево-жовтої або червоної стінки чаші вкритий короткими волосками; пити з нього трохи колеться,Una elegante copa de vino sobre madera podrida; el borde de la copa de color naranja amarillento o carmesí tiene pelos cortos; beber de ella pica un poco,Um copo de vinho elegante em madeira podre; a borda da taça amarelo-alaranjada ou carmesim tem pêlos curtos; beber dela é um pouco picante,Ein eleganter Weinkelch auf morschem Holz; der Rand der orange-gelben oder karminroten Becherwand hat kurze Haare; daraus zu trinken kratzt ein wenig,朽木の上にある優雅なワイングラス。オレンジイエローまたは真紅色の杯の縁には短い毛が生えており、飲むと少し口がチクチクする,Une élégante coupe à vin sur du bois pourri ; le bord de la coupe jaune orangé ou cramoisi porte de courts poils ; boire dedans picote un peu,Elegancki kieliszek na spróchniałym drewnie; krawędź pomarańczowo-żółtego lub karmazynowego kielicha ma krótkie włoski; picie z niego lekko kłuje,"썩은 나무 위의 우아한 와인잔, 주황-노랑 또는 진홍색 잔 가장자리에는 짧은 털이 있어서 마시면 조금 따갑다",Çürük odun üzerinde zarif bir şarap bardağı; turuncu-sarı veya kırmızı kadeh kenarında kısa tüyler vardır; ondan içmek biraz batar,Una elegante copa de vino sobre madera podrida; el borde de la copa de color naranja amarillento o carmesí tiene pelos cortos; beber de ella pica un poco,Елегантний келих на гнилому дереві; край оранжево-жовтої або червоної стінки чаші вкритий короткими волосками; пити з нього трохи колеться,Un elegante calice su legno marcio; il bordo della coppa giallo-arancio o cremisi ha peli corti; berci fa un po' pizzicare,Elegantní pohár na shnilém dřevě; okraj oranžově žluté nebo karmínové stěny kalichu má krátké chloupky; pití z něj mírně píchá,Um copo de vinho elegante em madeira podre; a borda da taça amarelo-alaranjada ou carmesim tem pêlos curtos; beber dela é um pouco picante,Egy elegáns borospohár korhadó fán; a narancssárga vagy bíborvörös csésze pereme rövid szőrös; inni belőle kissé szúrós érzés
122018,整朵菌菇是嫩嫩的绿色，菌盖披着细密的白绒毛，像一张坠满露珠的浅草毯,整朵菌菇是嫩嫩的綠色，菌蓋披著細密的白絨毛，像一張墜滿露珠的淺草毯,"The entire mushroom is a tender green; the cap is covered in fine white fuzz, like a shallow grass blanket dotted with dewdrops","Весь гриб ніжно-зелений; шляпка вкрита дрібним білим пухом, схожа на килимок з молодої трави, вкритий росинками","Todo el hongo es de un verde tierno; el sombrero está cubierto de un fino vello blanco, como una manta de hierba baja salpicada de rocío","Todo o cogumelo é de um verde tenro; o chapéu é coberto por uma penugem branca fina, como um cobertor de relva baixa salpicado de orvalho","Der gesamte Pilz ist zartgrün; der Hut ist mit feinem, weißem Flaum bedeckt, wie eine flache Grasdecke, die mit Tautropfen übersät ist",キノコ全体が柔らかい緑色で、傘は細かい白い綿毛で覆われており、露の滴る浅い草の毛布のよう,"Le champignon tout entier est d'un vert tendre ; le chapeau est recouvert d'un fin duvet blanc, comme une couverture d'herbe rase parsemée de gouttes de rosée","Cały grzyb jest delikatnie zielony; kapelusz pokryty delikatnym białym puchem, jak trawiasty kocyk usiany kroplami rosy","버섯 전체가 연두색이며, 갓은 빽빽한 흰 솜털로 덮여 있어 이슬 맺힌 얕은 풀 담요와 같다","Mantarın tamamı yumuşak yeşildir; şapka ince beyaz tüylerle kaplıdır, çiy damlalarıyla kaplı sığ bir çim örtüsü gibidir","Todo el hongo es de un verde tierno; el sombrero está cubierto de un fino vello blanco, como una manta de hierba baja salpicada de rocío","Весь гриб ніжно-зелений; капелюшок вкритий дрібним білим пухом, схожий на килимок з молодої трави, вкритий росинками","L'intero fungo è di un verde tenero; il cappello è ricoperto da una fine peluria bianca, come una coperta d'erba bassa punteggiata di rugiada","Celá houba je jemně zelená; klobouk je pokrytý jemným bílým chmýřím, jako přikrývka z nízké trávy posetá kapkami rosy","Todo o cogumelo é de um verde tenro; o chapéu é coberto por uma penugem branca fina, como um cobertor de relva baixa salpicado de orvalho","Az egész gomba lágy zöld; a kalapot finom fehér pihék borítják, mint egy harmatcseppektől pettyezett sekély fűtakaró"
122019,圆乎乎的菌盖是海蓝蓝的，夜里发出清澈的光，靠近它，可以闻到海风的气息,圓乎乎的菌蓋是海藍藍的，夜裡發出清澈的光，靠近它，可以聞到海風的氣息,"The round cap is sea-blue; it emits a clear light at night. Approach it, and you can smell the scent of sea breeze",Кругла шляпка морсько-блакитна; випромінює чисте світло вночі. Наблизьтесь — і ви відчуєте запах морського бризу,El sombrero redondeado es azul mar; emite una luz clara por la noche. Acércate y olerás la brisa del mar,O chapéu arredondado é azul-marinho; emite uma luz clara à noite. Aproxime-se e sentirá o cheiro da brisa do mar,"Der runde Hut ist meerblau; er strahlt nachts ein klares Licht aus. Wenn du dich näherst, kannst du den Duft der Meeresbrise riechen",丸い傘は海の青色。夜に澄んだ光を放つ。近づくと潮風の香りがする,"Le chapeau arrondi est bleu marine ; il émet une lumière claire la nuit. Approchez-vous, et vous sentirez l'odeur de la brise marine","Okrągławy kapelusz jest morski błękitny; w nocy emituje czyste światło. Zbliż się, a poczujesz zapach morskiej bryzy","동그란 갓은 바다의 파란빛이며, 밤에 맑은 빛을 낸다. 가까이 가면 바닷바람의 향기를 맡을 수 있다",Yuvarlak şapka deniz mavisidir; geceleyin berrak bir ışık yayar. Yaklaşınca deniz meltemi kokusunu alabilirsiniz,El sombrero redondeado es azul mar; emite una luz clara por la noche. Acércate y olerás la brisa del mar,Круглий капелюшок морсько-блакитний; випромінює чисте світло вночі. Наблизьтесь — і ви відчуєте запах морського бризу,"Il cappello arrotondato è blu mare; emette una luce chiara di notte. Avvicinandoti, puoi sentire l'odore della brezza marina","Zaalounatý klobouk je mořsky modrý; v noci vyzařuje čisté světlo. Když se přiblížíte, ucítíte vůni mořského vánku",O chapéu arredondado é azul-marinho; emite uma luz clara à noite. Aproxime-se e sentirá o cheiro da brisa do mar,A kerek kalap tengerkék; éjszaka tiszta fényt bocsát ki. Közeledve érezhető a tengeri szellő illata
